cycle,setting_1,setting_2,setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,cycle_norm,RUL
24,35.005,0.84,100.0,449.44,555.1,1374.15,1127.75,5.48,8.0,195.07,2223.12,8358.23,1.02,41.61,183.8,2388.18,8076.76,9.2762,0.02,334,2223,100.0,14.77,8.97,0.1132075471698113,188
25,42.0079,0.84,100.0,445.0,549.67,1351.6,1126.32,3.91,5.71,138.9,2212.07,8329.92,1.02,41.76,130.79,2388.24,8089.17,9.3543,0.02,330,2212,100.0,10.69,6.3997,0.1179245283018868,187
26,25.0074,0.62,60.0,462.54,536.63,1257.94,1046.2,7.05,9.03,175.77,1915.49,8017.14,0.94,36.57,165.28,2028.4,7884.18,10.8941,0.02,307,1915,84.93,14.39,8.5346,0.1226415094339622,186
27,20.0037,0.7,100.0,491.19,606.62,1477.27,1234.79,9.35,13.66,335.06,2324.0,8739.09,1.08,44.29,315.16,2388.13,8066.04,9.1859,0.02,364,2324,100.0,24.68,14.7259,0.1273584905660377,185
28,24.9989,0.62,60.0,462.54,536.16,1257.37,1037.99,7.05,9.02,175.59,1915.53,8017.38,0.94,36.63,164.51,2028.41,7882.46,10.8432,0.02,305,1915,84.93,14.17,8.6068,0.1320754716981132,184
29,42.0032,0.8418,100.0,445.0,549.56,1351.41,1123.55,3.91,5.72,139.16,2212.16,8336.04,1.02,41.94,130.73,2388.2,8096.09,9.3866,0.02,330,2212,100.0,10.48,6.4815,0.1367924528301886,183
30,34.9983,0.8401,100.0,449.44,555.43,1361.28,1124.45,5.48,8.0,194.77,2223.11,8356.56,1.03,41.73,183.86,2388.23,8073.17,9.2978,0.02,332,2223,100.0,14.87,8.9823,0.1415094339622641,182
31,42.0027,0.84,100.0,445.0,549.9,1345.29,1126.48,3.91,5.71,138.7,2212.1,8329.23,1.02,41.74,130.44,2388.2,8093.99,9.3322,0.02,330,2212,100.0,10.67,6.3271,0.1462264150943396,181
32,42.0017,0.84,100.0,445.0,549.95,1348.96,1117.96,3.91,5.71,139.75,2212.17,8330.15,1.02,41.8,130.7,2388.21,8098.58,9.3571,0.02,330,2212,100.0,10.6,6.4086,0.1509433962264151,180
33,35.0049,0.8406,100.0,449.44,555.5,1364.5,1133.15,5.48,8.0,194.01,2223.16,8355.88,1.02,41.65,182.78,2388.27,8082.85,9.3084,0.02,333,2223,100.0,14.8,8.9426,0.1556603773584905,179
34,0.0003,0.0,100.0,518.67,642.18,1587.35,1402.24,14.62,21.61,554.3,2388.02,9074.09,1.3,47.24,522.65,2388.03,8146.54,8.4293,0.03,393,2388,100.0,38.94,23.5185,0.160377358490566,178
35,35.0077,0.8403,100.0,449.44,555.04,1373.98,1124.98,5.48,8.0,195.09,2223.19,8357.34,1.02,41.86,183.47,2388.25,8074.64,9.3196,0.02,332,2223,100.0,14.83,8.9535,0.1650943396226415,177
36,10.0021,0.2517,100.0,489.05,604.56,1494.75,1299.64,10.52,15.49,395.03,2318.88,8797.2,1.26,45.46,371.24,2388.04,8142.19,8.6549,0.03,370,2319,100.0,28.45,17.1663,0.1698113207547169,176
37,35.0042,0.84,100.0,449.44,555.4,1362.79,1123.66,5.48,8.0,194.58,2223.15,8363.03,1.02,41.59,183.42,2388.2,8079.84,9.2532,0.02,333,2223,100.0,15.03,9.0146,0.1745283018867924,175
38,25.0052,0.6217,60.0,462.54,536.47,1263.26,1042.31,7.05,9.03,175.81,1915.53,8018.38,0.94,36.66,164.52,2028.43,7884.64,10.8721,0.02,309,1915,84.93,14.12,8.4751,0.1792452830188679,174
39,25.0059,0.62,60.0,462.54,536.99,1265.67,1052.4,7.05,9.03,176.24,1915.5,8018.14,0.94,36.65,165.11,2028.4,7884.48,10.826,0.02,306,1915,84.93,14.24,8.4761,0.1839622641509433,173
40,25.0061,0.6219,60.0,462.54,536.39,1253.17,1047.25,7.05,9.03,175.48,1915.47,8011.99,0.94,36.66,165.2,2028.43,7882.46,10.8797,0.02,306,1915,84.93,14.35,8.5856,0.1886792452830188,172
41,25.0019,0.62,60.0,462.54,537.05,1258.74,1044.61,7.05,9.03,175.54,1915.51,8014.45,0.94,36.5,164.57,2028.36,7880.76,10.8825,0.02,307,1915,84.93,14.31,8.6273,0.1933962264150943,171
42,25.0035,0.6204,60.0,462.54,536.88,1264.37,1042.94,7.05,9.03,175.91,1915.45,8014.64,0.94,36.76,165.08,2028.41,7878.64,10.8813,0.02,306,1915,84.93,14.15,8.7962,0.1981132075471698,170
43,10.0054,0.252,100.0,489.05,605.33,1497.88,1304.57,10.52,15.49,394.3,2318.85,8786.77,1.26,45.18,371.94,2388.08,8143.84,8.626,0.03,369,2319,100.0,28.64,17.1765,0.2028301886792453,169
44,35.0077,0.8418,100.0,449.44,556.0,1363.49,1116.36,5.48,8.0,194.55,2223.16,8357.38,1.02,41.81,183.43,2388.23,8079.72,9.2876,0.02,334,2223,100.0,14.78,8.9143,0.2075471698113207,168
45,19.9981,0.7,100.0,491.19,607.02,1481.33,1238.85,9.35,13.65,335.03,2323.98,8733.96,1.08,44.19,315.22,2388.13,8070.73,9.1875,0.02,363,2324,100.0,24.55,14.6688,0.2122641509433962,167
46,42.0038,0.8409,100.0,445.0,548.92,1352.66,1126.43,3.91,5.72,139.21,2212.1,8332.55,1.02,41.92,130.64,2388.25,8096.16,9.3274,0.02,330,2212,100.0,10.6,6.3507,0.2169811320754717,166
47,42.003,0.84,100.0,445.0,549.5,1355.94,1118.4,3.91,5.72,138.3,2212.1,8331.96,1.02,41.89,130.98,2388.21,8096.97,9.3682,0.02,331,2212,100.0,10.79,6.4047,0.2216981132075471,165
48,9.9988,0.2507,100.0,489.05,604.4,1497.29,1304.27,10.52,15.49,393.95,2318.87,8789.79,1.26,45.3,372.06,2388.03,8144.49,8.6435,0.03,368,2319,100.0,28.65,17.2103,0.2264150943396226,164
49,41.9989,0.84,100.0,445.0,548.77,1348.89,1119.93,3.91,5.72,138.58,2212.12,8330.25,1.02,42.1,130.42,2388.25,8093.78,9.3296,0.02,330,2212,100.0,10.67,6.4221,0.2311320754716981,163
50,0.0011,0.0006,100.0,518.67,642.38,1582.8,1400.77,14.62,21.61,554.0,2388.02,9061.03,1.3,47.41,522.05,2388.0,8148.19,8.4027,0.03,393,2388,100.0,39.12,23.3021,0.2358490566037736,162
51,42.0073,0.84,100.0,445.0,549.69,1347.02,1115.12,3.91,5.71,139.5,2212.15,8334.71,1.02,41.92,130.59,2388.31,8092.48,9.335,0.02,331,2212,100.0,10.58,6.3345,0.240566037735849,161
52,42.0029,0.84,100.0,445.0,548.92,1358.44,1129.77,3.91,5.72,138.86,2212.2,8337.06,1.02,42.05,130.32,2388.22,8093.32,9.3832,0.02,332,2212,100.0,10.66,6.4847,0.2452830188679245,160
53,0.0002,0.0007,100.0,518.67,642.36,1588.9,1398.25,14.62,21.61,553.96,2388.02,9071.3,1.3,47.38,521.81,2388.02,8154.54,8.3893,0.03,391,2388,100.0,39.01,23.3587,0.25,159
54,42.0024,0.8416,100.0,445.0,549.64,1351.49,1126.19,3.91,5.71,138.79,2212.15,8328.5,1.02,41.97,131.16,2388.29,8089.82,9.3746,0.02,330,2212,100.0,10.78,6.4818,0.2547169811320754,158
55,10.0034,0.25,100.0,489.05,604.93,1491.99,1305.47,10.52,15.49,394.47,2318.88,8795.12,1.26,45.35,371.96,2388.14,8138.52,8.6208,0.03,369,2319,100.0,28.67,17.2554,0.2594339622641509,157
56,41.9983,0.84,100.0,445.0,548.94,1343.57,1123.89,3.91,5.72,138.93,2212.15,8333.85,1.02,41.85,130.71,2388.28,8095.57,9.346,0.02,330,2212,100.0,10.55,6.4535,0.2641509433962264,156
57,42.0041,0.8416,100.0,445.0,549.5,1342.93,1118.6,3.91,5.71,139.19,2212.11,8333.36,1.02,41.77,130.69,2388.25,8099.52,9.3349,0.02,329,2212,100.0,10.71,6.3555,0.2688679245283019,155
58,42.0018,0.84,100.0,445.0,549.39,1346.98,1122.77,3.91,5.71,139.63,2212.13,8338.16,1.02,41.77,130.48,2388.16,8092.35,9.306,0.02,331,2212,100.0,10.77,6.3873,0.2735849056603773,154
59,35.0013,0.84,100.0,449.44,555.62,1358.16,1125.99,5.48,8.0,194.51,2223.14,8362.09,1.02,41.76,183.68,2388.28,8079.21,9.2973,0.02,334,2223,100.0,15.03,8.9947,0.2783018867924528,153
60,0.0008,0.0,100.0,518.67,642.34,1590.79,1399.17,14.62,21.61,554.65,2388.04,9069.47,1.3,47.54,522.25,2387.95,8145.39,8.3907,0.03,393,2388,100.0,38.91,23.4174,0.2830188679245283,152
61,35.0056,0.8406,100.0,449.44,556.09,1365.99,1130.78,5.48,8.0,194.85,2223.12,8357.79,1.02,41.76,183.53,2388.2,8078.95,9.2712,0.02,334,2223,100.0,14.72,8.9163,0.2877358490566037,151
62,41.9993,0.8406,100.0,445.0,549.14,1352.64,1114.28,3.91,5.72,138.72,2212.12,8331.39,1.02,41.77,130.71,2388.2,8093.62,9.3336,0.02,330,2212,100.0,10.75,6.3955,0.2924528301886792,150
63,42.0074,0.8415,100.0,445.0,549.58,1358.75,1124.2,3.91,5.72,138.54,2212.13,8336.13,1.02,42.1,130.86,2388.3,8098.67,9.3192,0.02,330,2212,100.0,10.76,6.4209,0.2971698113207547,149
64,20.0048,0.7006,100.0,491.19,606.92,1477.9,1242.59,9.35,13.65,334.0,2323.97,8731.88,1.08,44.21,315.46,2388.14,8067.05,9.1929,0.02,366,2324,100.0,24.42,14.7208,0.3018867924528302,148
65,42.0077,0.8403,100.0,445.0,549.66,1358.22,1126.2,3.91,5.71,139.13,2212.14,8332.34,1.02,41.87,130.66,2388.2,8099.09,9.3657,0.02,331,2212,100.0,10.62,6.3541,0.3066037735849056,147
66,19.9993,0.7015,100.0,491.19,607.16,1481.9,1245.94,9.35,13.65,335.26,2324.01,8731.88,1.08,44.18,315.36,2388.05,8074.35,9.2174,0.02,363,2324,100.0,24.6,14.6479,0.3113207547169811,146
67,20.0045,0.7016,100.0,491.19,606.88,1479.88,1245.39,9.35,13.66,335.2,2324.0,8730.22,1.08,44.3,315.53,2388.09,8074.59,9.199,0.02,365,2324,100.0,24.31,14.7271,0.3160377358490566,145
68,24.9999,0.62,60.0,462.54,536.38,1263.82,1047.72,7.05,9.03,175.59,1915.54,8014.53,0.94,36.54,164.68,2028.38,7880.45,10.8886,0.02,307,1915,84.93,14.13,8.4989,0.320754716981132,144
69,25.0,0.6204,60.0,462.54,536.89,1260.87,1046.79,7.05,9.03,175.61,1915.52,8021.28,0.94,36.47,164.9,2028.43,7884.31,10.9276,0.02,305,1915,84.93,14.42,8.6231,0.3254716981132075,143
70,0.0027,0.0002,100.0,518.67,642.47,1583.87,1398.59,14.62,21.61,553.38,2388.02,9070.35,1.3,47.17,522.09,2388.02,8150.77,8.4255,0.03,391,2388,100.0,38.85,23.4805,0.330188679245283,142
71,42.0023,0.84,100.0,445.0,549.55,1356.14,1126.12,3.91,5.71,139.52,2212.16,8325.53,1.02,41.86,131.23,2388.22,8094.16,9.3626,0.02,330,2212,100.0,10.82,6.2944,0.3349056603773584,141
72,20.0017,0.7,100.0,491.19,607.49,1480.14,1243.1,9.35,13.66,334.74,2323.99,8731.73,1.08,44.17,315.1,2388.11,8070.17,9.2002,0.02,366,2324,100.0,24.49,14.7264,0.3396226415094339,140
73,35.0037,0.84,100.0,449.44,555.74,1365.29,1124.26,5.48,8.0,195.27,2223.1,8356.49,1.02,41.69,182.72,2388.26,8076.97,9.2629,0.02,333,2223,100.0,14.83,9.0068,0.3443396226415094,139
74,42.0075,0.84,100.0,445.0,549.94,1350.59,1130.54,3.91,5.72,139.54,2212.21,8331.36,1.02,42.08,130.76,2388.24,8098.85,9.3322,0.02,331,2212,100.0,10.72,6.2624,0.3490566037735849,138
75,35.0004,0.84,100.0,449.44,555.09,1369.18,1126.25,5.48,8.0,195.71,2223.15,8360.9,1.02,41.76,182.99,2388.24,8078.76,9.3107,0.02,334,2223,100.0,15.15,8.8879,0.3537735849056603,137
76,42.0053,0.842,100.0,445.0,549.38,1347.57,1124.57,3.91,5.72,139.28,2212.15,8328.19,1.02,41.82,130.7,2388.31,8094.84,9.3466,0.02,330,2212,100.0,10.61,6.4412,0.3584905660377358,136
77,42.001,0.8415,100.0,445.0,549.45,1350.78,1117.6,3.91,5.71,137.96,2212.14,8332.69,1.02,41.93,130.47,2388.26,8097.31,9.3191,0.02,330,2212,100.0,10.73,6.3234,0.3632075471698113,135
78,20.0068,0.7,100.0,491.19,606.71,1477.83,1245.24,9.35,13.65,334.59,2323.98,8731.03,1.08,44.3,314.98,2388.13,8067.82,9.2147,0.02,363,2324,100.0,24.44,14.6347,0.3679245283018867,134
79,10.0073,0.2519,100.0,489.05,604.65,1495.72,1305.31,10.52,15.49,395.2,2318.87,8791.58,1.26,45.26,371.76,2388.06,8141.59,8.6195,0.03,369,2319,100.0,28.51,17.232,0.3726415094339622,133
80,20.0002,0.7005,100.0,491.19,607.48,1479.37,1241.55,9.35,13.66,335.73,2323.98,8736.31,1.08,44.23,315.23,2388.14,8070.75,9.2092,0.02,367,2324,100.0,24.49,14.6884,0.3773584905660377,132
81,9.9989,0.2507,100.0,489.05,604.78,1490.89,1303.35,10.52,15.49,394.57,2318.88,8791.28,1.26,45.28,371.74,2388.05,8142.87,8.6451,0.03,370,2319,100.0,28.37,17.1739,0.3820754716981132,131
82,24.9992,0.62,60.0,462.54,537.1,1256.27,1045.57,7.05,9.03,175.95,1915.51,8021.18,0.94,36.71,164.55,2028.47,7884.57,10.913,0.02,308,1915,84.93,14.26,8.6167,0.3867924528301887,130
83,10.0063,0.25,100.0,489.05,604.56,1497.11,1306.85,10.52,15.49,395.17,2318.86,8786.0,1.26,45.31,371.54,2388.1,8145.99,8.6307,0.03,372,2319,100.0,28.57,17.1489,0.3915094339622642,129
84,41.998,0.84,100.0,445.0,550.13,1350.88,1119.52,3.91,5.72,138.64,2212.19,8334.17,1.02,42.03,130.71,2388.22,8097.0,9.3211,0.02,329,2212,100.0,10.67,6.3745,0.3962264150943396,128
85,25.0005,0.6216,60.0,462.54,536.51,1256.12,1042.48,7.05,9.03,175.22,1915.57,8012.61,0.94,36.66,164.63,2028.41,7882.84,10.8892,0.02,307,1915,84.93,14.2,8.588,0.4009433962264151,127
86,25.0039,0.62,60.0,462.54,536.99,1257.68,1045.2,7.05,9.02,175.4,1915.55,8024.17,0.94,36.51,164.3,2028.45,7880.23,10.8753,0.02,307,1915,84.93,14.3,8.4639,0.4056603773584906,126
87,0.0019,0.0,100.0,518.67,642.28,1586.32,1404.06,14.62,21.61,554.11,2388.03,9069.34,1.3,47.4,521.39,2388.05,8150.1,8.4087,0.03,392,2388,100.0,38.83,23.3355,0.410377358490566,125
88,0.0009,0.0,100.0,518.67,642.66,1586.23,1406.69,14.62,21.61,554.34,2388.02,9067.85,1.3,47.38,521.34,2388.09,8150.07,8.4061,0.03,392,2388,100.0,39.13,23.3087,0.4150943396226415,124
89,0.0011,0.0,100.0,518.67,642.32,1589.6,1408.23,14.62,21.61,553.99,2388.05,9071.84,1.3,47.43,522.21,2388.02,8149.65,8.4242,0.03,393,2388,100.0,38.77,23.3416,0.419811320754717,123
90,35.0038,0.8417,100.0,449.44,555.25,1360.08,1123.99,5.48,8.0,194.34,2223.13,8361.46,1.02,41.81,183.53,2388.22,8075.79,9.3432,0.02,333,2223,100.0,15.03,8.9623,0.4245283018867924,122
91,0.0016,0.0007,100.0,518.67,641.92,1584.7,1405.39,14.62,21.61,553.61,2388.02,9066.49,1.3,47.32,521.92,2388.04,8148.34,8.4485,0.03,392,2388,100.0,38.74,23.3531,0.4292452830188679,121
92,20.0049,0.7,100.0,491.19,607.13,1479.89,1242.79,9.35,13.65,334.85,2324.04,8734.44,1.08,44.42,315.51,2388.09,8074.92,9.2242,0.02,365,2324,100.0,24.5,14.6986,0.4339622641509434,120
93,20.0024,0.7,100.0,491.19,607.4,1484.46,1249.56,9.35,13.66,334.98,2324.02,8736.23,1.08,44.34,314.11,2388.12,8063.84,9.1547,0.02,365,2324,100.0,24.47,14.778,0.4386792452830189,119
94,20.0,0.7012,100.0,491.19,607.48,1490.57,1247.08,9.35,13.65,335.09,2324.0,8731.48,1.08,44.28,315.4,2388.09,8075.25,9.2025,0.02,363,2324,100.0,24.57,14.7037,0.4433962264150943,118
95,41.9991,0.84,100.0,445.0,549.45,1365.74,1122.92,3.91,5.71,139.07,2212.14,8330.74,1.02,41.85,131.27,2388.24,8098.05,9.3586,0.02,331,2212,100.0,10.68,6.3554,0.4481132075471698,117
96,42.0063,0.84,100.0,445.0,549.79,1353.1,1127.98,3.91,5.72,138.35,2212.11,8340.74,1.02,41.9,130.39,2388.19,8093.14,9.3472,0.02,330,2212,100.0,10.72,6.326,0.4528301886792453,116
97,25.0064,0.6201,60.0,462.54,536.77,1260.0,1055.21,7.05,9.03,175.88,1915.55,8022.98,0.94,36.73,164.55,2028.4,7877.79,10.9098,0.02,307,1915,84.93,14.36,8.6226,0.4575471698113207,115
98,42.0078,0.84,100.0,445.0,549.52,1350.33,1130.58,3.91,5.72,138.23,2212.14,8328.88,1.02,41.95,130.38,2388.25,8098.02,9.3716,0.02,330,2212,100.0,10.49,6.3555,0.4622641509433962,114
99,0.0013,0.0014,100.0,518.67,642.49,1596.83,1398.56,14.62,21.61,554.89,2387.99,9074.25,1.3,47.31,521.42,2388.03,8150.5,8.3949,0.03,393,2388,100.0,39.04,23.2066,0.4669811320754717,113
100,10.0078,0.25,100.0,489.05,604.12,1499.7,1305.44,10.52,15.49,394.73,2318.92,8795.13,1.26,45.21,371.92,2388.12,8141.12,8.6343,0.03,369,2319,100.0,28.53,17.0016,0.4716981132075472,112
101,42.0002,0.8406,100.0,445.0,549.25,1352.05,1130.33,3.91,5.72,138.6,2212.14,8335.53,1.02,42.31,131.0,2388.22,8091.6,9.3388,0.02,331,2212,100.0,10.5,6.3,0.4764150943396226,111
102,0.0017,0.0009,100.0,518.67,642.49,1589.54,1395.09,14.62,21.61,553.58,2388.1,9065.69,1.3,47.43,521.53,2388.06,8150.15,8.3963,0.03,395,2388,100.0,38.88,23.394,0.4811320754716981,110
103,10.0001,0.2509,100.0,489.05,603.84,1491.37,1317.79,10.52,15.5,394.75,2318.89,8800.29,1.26,45.38,371.78,2388.1,8146.07,8.6562,0.03,369,2319,100.0,28.56,17.1666,0.4858490566037736,109
104,42.0076,0.8409,100.0,445.0,549.79,1351.04,1123.0,3.91,5.72,138.49,2212.12,8332.16,1.02,41.98,130.88,2388.19,8096.34,9.3579,0.02,329,2212,100.0,10.74,6.39,0.490566037735849,108
105,0.001,0.0004,100.0,518.67,642.87,1588.35,1404.35,14.62,21.61,553.66,2388.05,9069.31,1.3,47.3,521.21,2388.09,8148.78,8.3932,0.03,393,2388,100.0,39.06,23.3811,0.4952830188679245,107
106,42.0032,0.8404,100.0,445.0,550.26,1351.53,1115.23,3.91,5.71,138.67,2212.16,8327.58,1.02,42.04,130.46,2388.23,8091.43,9.3546,0.02,331,2212,100.0,10.5,6.4166,0.5,106
107,10.0028,0.2519,100.0,489.05,604.47,1495.89,1308.79,10.52,15.49,394.82,2318.92,8791.12,1.26,45.21,371.81,2388.06,8140.22,8.6192,0.03,369,2319,100.0,28.56,17.0895,0.5047169811320755,105
108,35.001,0.84,100.0,449.44,555.5,1366.38,1129.17,5.48,8.0,195.18,2223.14,8362.77,1.02,41.78,182.74,2388.25,8084.9,9.3201,0.02,334,2223,100.0,15.05,8.8888,0.5094339622641509,104
109,35.0006,0.8405,100.0,449.44,556.27,1368.68,1119.36,5.48,8.0,194.89,2223.12,8356.54,1.02,41.85,183.49,2388.2,8077.79,9.3312,0.02,333,2223,100.0,14.85,8.8411,0.5141509433962265,103
110,10.006,0.25,100.0,489.05,605.1,1495.54,1305.52,10.52,15.49,394.2,2318.89,8791.03,1.26,45.24,371.28,2388.12,8144.69,8.658,0.03,369,2319,100.0,28.52,17.1249,0.5188679245283019,102
111,42.0056,0.8405,100.0,445.0,549.44,1350.78,1125.57,3.91,5.72,139.11,2212.13,8326.64,1.02,42.1,130.63,2388.2,8090.85,9.3488,0.02,331,2212,100.0,10.61,6.273,0.5235849056603774,101
112,20.0004,0.7,100.0,491.19,607.72,1481.63,1255.69,9.35,13.65,333.43,2324.04,8734.62,1.08,44.17,314.77,2388.13,8073.06,9.2355,0.02,365,2324,100.0,24.46,14.7273,0.5283018867924528,100
113,20.0046,0.7017,100.0,491.19,607.28,1485.71,1246.31,9.35,13.66,335.03,2323.98,8731.6,1.08,44.07,314.44,2388.11,8067.48,9.208,0.02,364,2324,100.0,24.53,14.7341,0.5330188679245284,99
114,24.9992,0.62,60.0,462.54,536.85,1259.63,1050.8,7.05,9.03,175.14,1915.52,8024.05,0.94,36.7,164.5,2028.49,7879.64,10.9239,0.02,306,1915,84.93,14.33,8.5735,0.5377358490566038,98
115,24.9982,0.62,60.0,462.54,536.6,1263.06,1048.97,7.05,9.03,175.69,1915.58,8023.69,0.94,36.79,164.3,2028.4,7887.12,10.8727,0.02,305,1915,84.93,14.26,8.7132,0.5424528301886793,97
116,25.0065,0.62,60.0,462.54,536.82,1261.29,1046.46,7.05,9.03,175.77,1915.52,8018.05,0.94,36.9,164.12,2028.47,7884.46,10.9279,0.02,308,1915,84.93,14.18,8.6676,0.5471698113207547,96
117,24.9994,0.6203,60.0,462.54,536.74,1260.16,1044.24,7.05,9.03,175.67,1915.53,8013.52,0.94,36.83,164.55,2028.45,7882.26,10.8883,0.02,307,1915,84.93,14.27,8.6151,0.5518867924528302,95
118,20.0032,0.7,100.0,491.19,607.68,1485.51,1244.16,9.35,13.66,335.34,2324.03,8731.76,1.08,44.21,315.04,2388.19,8070.72,9.1824,0.02,365,2324,100.0,24.35,14.6431,0.5566037735849056,94
119,10.0006,0.2507,100.0,489.05,604.79,1510.41,1309.82,10.52,15.49,394.18,2318.92,8791.03,1.26,45.35,371.93,2388.13,8140.72,8.6477,0.03,370,2319,100.0,28.55,17.0733,0.5613207547169812,93
120,35.0002,0.841,100.0,449.44,555.56,1370.14,1126.18,5.48,8.0,195.26,2223.23,8364.74,1.02,41.76,183.27,2388.25,8082.11,9.3078,0.02,334,2223,100.0,14.75,8.8423,0.5660377358490566,92
121,25.0074,0.622,60.0,462.54,536.83,1260.09,1046.93,7.05,9.03,175.92,1915.52,8016.78,0.94,36.8,165.03,2028.46,7885.46,10.9168,0.02,307,1915,84.93,14.44,8.5951,0.5707547169811321,91
122,25.0038,0.6211,60.0,462.54,536.47,1259.67,1049.46,7.05,9.03,175.95,1915.57,8025.79,0.94,36.78,164.57,2028.5,7884.28,10.8639,0.02,306,1915,84.93,14.44,8.5296,0.5754716981132075,90
123,10.0008,0.2514,100.0,489.05,604.99,1506.2,1302.75,10.52,15.49,394.82,2318.97,8796.81,1.26,45.3,370.94,2388.08,8140.85,8.6308,0.03,370,2319,100.0,28.66,17.2124,0.5801886792452831,89
124,24.9998,0.6209,60.0,462.54,536.36,1261.27,1044.64,7.05,9.03,175.25,1915.54,8025.27,0.94,36.65,164.79,2028.46,7887.75,10.874,0.02,307,1915,84.93,14.23,8.5918,0.5849056603773585,88
125,24.9985,0.62,60.0,462.54,536.76,1255.87,1046.15,7.05,9.03,175.61,1915.56,8018.15,0.94,36.66,164.64,2028.46,7886.26,10.9113,0.02,306,1915,84.93,14.29,8.5127,0.589622641509434,87
126,0.0026,0.0006,100.0,518.67,642.87,1589.38,1406.8,14.62,21.61,553.91,2388.09,9072.27,1.3,47.43,521.14,2388.07,8148.18,8.4771,0.03,392,2388,100.0,38.84,23.2411,0.5943396226415094,86
127,42.0067,0.84,100.0,445.0,549.93,1353.41,1126.26,3.91,5.72,138.4,2212.2,8339.7,1.02,42.16,131.2,2388.27,8100.42,9.3397,0.02,330,2212,100.0,10.53,6.3365,0.5990566037735849,85
128,20.006,0.7004,100.0,491.19,607.27,1478.92,1253.36,9.35,13.66,334.82,2324.06,8732.34,1.07,44.54,314.95,2388.15,8076.02,9.2263,0.02,365,2324,100.0,24.46,14.6187,0.6037735849056604,84
129,20.0069,0.7011,100.0,491.19,607.42,1487.8,1251.44,9.35,13.66,334.06,2324.05,8729.79,1.08,44.34,315.1,2388.22,8066.22,9.286,0.02,366,2324,100.0,24.52,14.7105,0.6084905660377359,83
130,25.0062,0.62,60.0,462.54,536.93,1261.09,1040.74,7.05,9.03,175.25,1915.59,8025.72,0.94,36.83,164.36,2028.48,7879.28,10.9266,0.02,308,1915,84.93,14.26,8.5992,0.6132075471698113,82
131,42.0044,0.8418,100.0,445.0,550.38,1353.19,1124.6,3.91,5.72,139.4,2212.13,8334.83,1.02,42.16,130.57,2388.26,8098.28,9.3387,0.02,331,2212,100.0,10.66,6.3551,0.6179245283018868,81
132,20.0029,0.7,100.0,491.19,607.06,1491.16,1254.14,9.35,13.66,335.31,2324.07,8737.51,1.07,44.38,315.14,2388.2,8075.41,9.199,0.02,365,2324,100.0,24.65,14.5406,0.6226415094339622,80
133,42.0074,0.8404,100.0,445.0,549.6,1357.33,1128.59,3.91,5.72,137.97,2212.19,8339.42,1.02,42.09,130.85,2388.3,8097.8,9.347,0.02,332,2212,100.0,10.59,6.3235,0.6273584905660378,79
134,35.0069,0.8403,100.0,449.44,556.26,1363.81,1132.51,5.48,8.0,194.55,2223.2,8357.39,1.02,41.86,183.64,2388.3,8078.05,9.3317,0.02,334,2223,100.0,15.05,8.9504,0.6320754716981132,78
135,24.9982,0.6215,60.0,462.54,537.36,1264.57,1048.13,7.05,9.03,175.42,1915.57,8023.8,0.94,36.76,164.54,2028.43,7888.31,10.9004,0.02,307,1915,84.93,14.23,8.3942,0.6367924528301887,77
136,0.0022,0.0,100.0,518.67,642.36,1593.46,1410.32,14.62,21.61,552.94,2388.08,9075.88,1.3,47.55,520.97,2388.08,8148.82,8.471,0.03,393,2388,100.0,38.72,23.2431,0.6415094339622641,76
137,42.0067,0.8402,100.0,445.0,549.7,1358.47,1127.06,3.91,5.71,138.29,2212.13,8342.21,1.02,41.94,130.46,2388.22,8101.53,9.38,0.02,332,2212,100.0,10.5,6.2883,0.6462264150943396,75
138,35.0037,0.84,100.0,449.44,555.46,1360.94,1133.47,5.48,8.0,194.53,2223.17,8363.24,1.02,41.87,182.74,2388.31,8075.28,9.3316,0.02,334,2223,100.0,14.96,8.8323,0.6509433962264151,74
139,0.0007,0.0004,100.0,518.67,642.33,1592.42,1408.91,14.62,21.61,552.58,2388.11,9073.48,1.3,47.59,521.81,2388.03,8148.41,8.448,0.03,393,2388,100.0,38.87,23.2951,0.6556603773584906,73
140,25.0063,0.62,60.0,462.54,537.09,1267.98,1050.44,7.05,9.03,175.68,1915.54,8018.52,0.94,36.69,164.9,2028.48,7887.4,10.8921,0.02,307,1915,84.93,14.34,8.5588,0.660377358490566,72
141,0.0026,0.0019,100.0,518.67,642.65,1596.15,1409.9,14.62,21.61,552.8,2388.07,9073.47,1.3,47.56,520.97,2388.06,8150.05,8.4358,0.03,393,2388,100.0,38.85,23.2797,0.6650943396226415,71
142,42.0006,0.84,100.0,445.0,549.88,1358.74,1126.14,3.91,5.71,138.95,2212.17,8334.74,1.02,42.18,130.7,2388.24,8098.8,9.345,0.02,332,2212,100.0,10.52,6.3741,0.6698113207547169,70
143,25.001,0.6214,60.0,462.54,536.31,1261.26,1053.16,7.05,9.03,176.32,1915.55,8023.13,0.94,36.73,164.4,2028.46,7887.72,10.8984,0.02,307,1915,84.93,14.38,8.6282,0.6745283018867925,69
